random_module_id	n_pathways	delta_mean_logratio_S_minus_M	abs_delta_ge_true	same_direction_as_true	p_exact	matching_method	exact_bin_matches	relaxed_mean_prevalence_matches	global_fallback_matches	pathways
random_00012	6	0.358900188353	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-8175: even iso-branched-chain fatty acid biosynthesis;P441-PWY: superpathway of N-acetylneuraminate degradation;HISDEG-PWY: L-histidine degradation I;PWY-5130: 2-oxobutanoate degradation I;PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)
random_00013	6	0.256094373464	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-6182: superpathway of salicylate degradation;PENTOSE-P-PWY: pentose phosphate pathway;PWY-5030: L-histidine degradation III;HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic);PWY-7874: L-threonate degradation
random_00014	6	0.390280695964	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-7389: superpathway of anaerobic energy metabolism (invertebrates);PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);HISDEG-PWY: L-histidine degradation I;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-5705: allantoin degradation to glyoxylate III
random_00015	6	0.389793291629	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUCCAT-PWY: fucose degradation;PWY0-461: L-lysine degradation I;PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);HISDEG-PWY: L-histidine degradation I;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-7807: glyphosate degradation III
random_00016	6	0.393743518492	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUCCAT-PWY: fucose degradation;PWY-7616: methanol oxidation to carbon dioxide;PWY-2941: L-lysine biosynthesis II;PWY-5030: L-histidine degradation III;HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic);PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)
random_00017	6	0.458385936787	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-822: fructan biosynthesis;NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli);PWY-5030: L-histidine degradation III;HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic);PWY-5705: allantoin degradation to glyoxylate III
random_00018	6	0.327730014144	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-5415: catechol degradation I (meta-cleavage pathway);PWY-2941: L-lysine biosynthesis II;PWY-5030: L-histidine degradation III;PWY-5130: 2-oxobutanoate degradation I;PWY-5392: reductive TCA cycle II
random_00019	6	0.237623998654	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-6185: 4-methylcatechol degradation (ortho cleavage);PWY-4984: urea cycle;PWY-5030: L-histidine degradation III;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;PWY0-1533: methylphosphonate degradation I
random_00020	6	0.274953102501	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-6920: 6-gingerol analog biosynthesis (engineered);PWY-4984: urea cycle;PWY-5030: L-histidine degradation III;PWY-5913: partial TCA cycle (obligate autotrophs);PWY-5392: reductive TCA cycle II
random_00021	6	0.342209257926	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative);PWY-5659: GDP-mannose biosynthesis;PWY-5030: L-histidine degradation III;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)
random_00022	6	0.321533889453	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen;PWY-5484: glycolysis II (from fructose 6-phosphate);HISDEG-PWY: L-histidine degradation I;PWY-5913: partial TCA cycle (obligate autotrophs);PWY-5392: reductive TCA cycle II
random_00023	6	0.263635726047	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast;PWY-4984: urea cycle;PWY-5030: L-histidine degradation III;PWY-5913: partial TCA cycle (obligate autotrophs);PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)
random_00024	6	0.349494838365	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-5724: superpathway of atrazine degradation;PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);HISDEG-PWY: L-histidine degradation I;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12)
random_00025	6	0.342586720397	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen;PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);HISDEG-PWY: L-histidine degradation I;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)
random_00026	6	0.226686366611	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-5180: toluene degradation I (aerobic) (via o-cresol);PWY-4984: urea cycle;PWY-5030: L-histidine degradation III;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)
random_00027	6	0.284381385878	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;DENITRIFICATION-PWY: nitrate reduction I (denitrification);PENTOSE-P-PWY: pentose phosphate pathway;PWY-5030: L-histidine degradation III;PWY-5913: partial TCA cycle (obligate autotrophs);PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)
random_00028	6	0.418311037553	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUCCAT-PWY: fucose degradation;PWY-8173: anteiso-branched-chain fatty acid biosynthesis;P441-PWY: superpathway of N-acetylneuraminate degradation;HISDEG-PWY: L-histidine degradation I;HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic);PWY-5392: reductive TCA cycle II
random_00029	6	0.40148334898	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUCCAT-PWY: fucose degradation;PWY-6920: 6-gingerol analog biosynthesis (engineered);P441-PWY: superpathway of N-acetylneuraminate degradation;HISDEG-PWY: L-histidine degradation I;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;PWY-7874: L-threonate degradation
random_00030	6	0.318952331773	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-1501: mandelate degradation I;PWY-5484: glycolysis II (from fructose 6-phosphate);HISDEG-PWY: L-histidine degradation I;PWY-5130: 2-oxobutanoate degradation I;PWY-7874: L-threonate degradation
random_00031	6	0.299454802183	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-7805: (aminomethyl)phosphonate degradation;PENTOSE-P-PWY: pentose phosphate pathway;HISDEG-PWY: L-histidine degradation I;HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic);PWY-5705: allantoin degradation to glyoxylate III
random_00032	6	0.293628812319	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast);PWY-2941: L-lysine biosynthesis II;PWY-5030: L-histidine degradation III;PWY-5130: 2-oxobutanoate degradation I;PWY-5705: allantoin degradation to glyoxylate III
random_00033	6	0.311231216282	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast);PWY-5659: GDP-mannose biosynthesis;PWY-5030: L-histidine degradation III;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;PWY-7807: glyphosate degradation III
random_00034	6	0.358408268658	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY66-388: ceramide degradation by &alpha;-oxidation;PWY-5484: glycolysis II (from fructose 6-phosphate);HISDEG-PWY: L-histidine degradation I;HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic);PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)
random_00035	6	0.395382553257	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUCCAT-PWY: fucose degradation;PWY-5690: TCA cycle II (plants and fungi);PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);HISDEG-PWY: L-histidine degradation I;HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic);PWY-5392: reductive TCA cycle II
random_00036	6	0.324656301858	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis;PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);PWY-5030: L-histidine degradation III;PWY-5497: purine nucleobases degradation II (anaerobic);PWY0-1533: methylphosphonate degradation I
random_00037	6	0.326076222525	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY0-1221: putrescine degradation II;PWY-5484: glycolysis II (from fructose 6-phosphate);HISDEG-PWY: L-histidine degradation I;PWY-5913: partial TCA cycle (obligate autotrophs);PWY-5705: allantoin degradation to glyoxylate III
random_00038	6	0.270135993714	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-8173: anteiso-branched-chain fatty acid biosynthesis;PWY-5188: tetrapyrrole biosynthesis I (from glutamate);PWY-5030: L-histidine degradation III;HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent);PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)
random_00039	6	0.248349123099	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUCCAT-PWY: fucose degradation;PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis;PWY-5188: tetrapyrrole biosynthesis I (from glutamate);PWY-5030: L-histidine degradation III;PWY-5913: partial TCA cycle (obligate autotrophs);LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12)
random_00040	6	0.286426751322	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY490-3: nitrate reduction VI (assimilatory);PWY-5484: glycolysis II (from fructose 6-phosphate);HISDEG-PWY: L-histidine degradation I;PWY-5130: 2-oxobutanoate degradation I;PWY0-1533: methylphosphonate degradation I
random_00041	6	0.307787170506	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation);P441-PWY: superpathway of N-acetylneuraminate degradation;HISDEG-PWY: L-histidine degradation I;PWY-5130: 2-oxobutanoate degradation I;PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)
random_00042	6	0.300489658455	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUCCAT-PWY: fucose degradation;PWY-822: fructan biosynthesis;PWY-5188: tetrapyrrole biosynthesis I (from glutamate);HISDEG-PWY: L-histidine degradation I;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-5392: reductive TCA cycle II
random_00043	6	0.346795533739	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-5994: palmitate biosynthesis (type I fatty acid synthase);PWY-5484: glycolysis II (from fructose 6-phosphate);HISDEG-PWY: L-histidine degradation I;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)
random_00044	6	0.305104106363	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial);PWY-4984: urea cycle;PWY-5030: L-histidine degradation III;HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent);PWY-7807: glyphosate degradation III
random_00045	6	0.460042460598	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUCCAT-PWY: fucose degradation;PWY-8175: even iso-branched-chain fatty acid biosynthesis;PWY-2941: L-lysine biosynthesis II;HISDEG-PWY: L-histidine degradation I;HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent);PWY-7807: glyphosate degradation III
random_00046	6	0.256724484362	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis;PWY-5188: tetrapyrrole biosynthesis I (from glutamate);PWY-5030: L-histidine degradation III;HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent);PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)
random_00047	6	0.384674404148	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY66-388: ceramide degradation by &alpha;-oxidation;PWY-2941: L-lysine biosynthesis II;PWY-5030: L-histidine degradation III;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)
random_00048	6	0.392753899365	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation);NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli);PWY-5030: L-histidine degradation III;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)
random_00049	6	0.287633116294	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;DENITRIFICATION-PWY: nitrate reduction I (denitrification);PWY-4984: urea cycle;PWY-5030: L-histidine degradation III;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)
random_00050	6	0.300501359854	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUCCAT-PWY: fucose degradation;PWY-6215: 4-chlorobenzoate degradation;PWY-5659: GDP-mannose biosynthesis;PWY-5030: L-histidine degradation III;PWY-5130: 2-oxobutanoate degradation I;LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12)
random_00051	6	0.335547040205	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation);PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);PWY-5030: L-histidine degradation III;HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent);PWY-5705: allantoin degradation to glyoxylate III
random_00052	6	0.268201102025	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-5088: L-glutamate degradation VIII (to propanoate);PWY-5188: tetrapyrrole biosynthesis I (from glutamate);PWY-5030: L-histidine degradation III;PWY-5497: purine nucleobases degradation II (anaerobic);LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12)
random_00053	6	0.342817381993	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUCCAT-PWY: fucose degradation;PWY-7723: bacterial bioluminescence;PWY-5659: GDP-mannose biosynthesis;PWY-5030: L-histidine degradation III;PWY-5913: partial TCA cycle (obligate autotrophs);PWY-7807: glyphosate degradation III
random_00054	6	0.324428542063	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;URDEGR-PWY: superpathway of allantoin degradation in plants;PWY-4984: urea cycle;HISDEG-PWY: L-histidine degradation I;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)
random_00055	6	0.256550089076	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis;PENTOSE-P-PWY: pentose phosphate pathway;PWY-5030: L-histidine degradation III;PWY-5130: 2-oxobutanoate degradation I;LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12)
random_00056	6	0.267566799321	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis;PENTOSE-P-PWY: pentose phosphate pathway;PWY-5030: L-histidine degradation III;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-5705: allantoin degradation to glyoxylate III
random_00057	6	0.364607474353	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-5415: catechol degradation I (meta-cleavage pathway);PWY-2941: L-lysine biosynthesis II;HISDEG-PWY: L-histidine degradation I;PWY-5130: 2-oxobutanoate degradation I;PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway)
random_00058	6	0.360339636912	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;URDEGR-PWY: superpathway of allantoin degradation in plants;PWY-5484: glycolysis II (from fructose 6-phosphate);HISDEG-PWY: L-histidine degradation I;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-7874: L-threonate degradation
random_00059	6	0.273875321981	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	6	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;12DICHLORETHDEG-PWY: 1,2-dichloroethane degradation;PWY-4984: urea cycle;HISDEG-PWY: L-histidine degradation I;HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic);PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)
