cohort	membership	random_module_id	n_pathways	contrast	delta_mean	abs_delta_ge_true	same_direction_as_true	matching_method	exact_bin_matches	relaxed_mean_prevalence_matches	global_fallback_matches	pathways
LoombaR_2017	conservative	random_00011	5	F3_F4_minus_F0_F2	-0.1456978917620244	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PYRIDNUCSYN-PWY;PWY-5138;TEICHOICACID-PWY;PROPFERM-PWY;PWY-6876
LoombaR_2017	conservative	random_00012	5	F3_F4_minus_F0_F2	-0.1922776208334831	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PANTO-PWY;POLYAMINSYN3-PWY;GOLPDLCAT-PWY;PWY-7279;PWY-6876
LoombaR_2017	conservative	random_00013	5	F3_F4_minus_F0_F2	-0.13477682997357743	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	NONOXIPENT-PWY;PWY-5138;PWY-5505;PWY-7279;PWY-5392
LoombaR_2017	conservative	random_00014	5	F3_F4_minus_F0_F2	0.06381100906928516	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7222;PWY-5367;TEICHOICACID-PWY;PWY-7616;PWY-6876
LoombaR_2017	conservative	random_00015	5	F3_F4_minus_F0_F2	-0.3326792957128948	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY66-422;PWY-5138;GOLPDLCAT-PWY;PWY-7279;PWY-5392
LoombaR_2017	conservative	random_00016	5	F3_F4_minus_F0_F2	-0.23284749195781895	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-4242;PWY-7392;TEICHOICACID-PWY;PROPFERM-PWY;PWY-6435
LoombaR_2017	conservative	random_00017	5	F3_F4_minus_F0_F2	-0.1107333553140517	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	THISYNARA-PWY;PWY-5863;TEICHOICACID-PWY;PWY-7616;PWY66-367
LoombaR_2017	conservative	random_00018	5	F3_F4_minus_F0_F2	-0.2740741930663937	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7400;P108-PWY;PWY-5505;PWY-7616;PWY-5415
LoombaR_2017	conservative	random_00019	5	F3_F4_minus_F0_F2	-0.2228967400615689	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	GLYCOGENSYNTH-PWY;PWY-5863;PWY-5505;PWY-7616;PWY-7371
LoombaR_2017	conservative	random_00020	5	F3_F4_minus_F0_F2	-0.04255228389525634	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	THISYNARA-PWY;PWY-5863;GOLPDLCAT-PWY;PWY-7279;PWY490-3
LoombaR_2017	conservative	random_00021	5	F3_F4_minus_F0_F2	-0.23092260677438503	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7400;PWY-5367;GOLPDLCAT-PWY;PROPFERM-PWY;PWY-6435
LoombaR_2017	conservative	random_00022	5	F3_F4_minus_F0_F2	-0.17446857052394282	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PYRIDNUCSYN-PWY;P42-PWY;TEICHOICACID-PWY;PWY-7279;PWY-7371
LoombaR_2017	conservative	random_00023	5	F3_F4_minus_F0_F2	-0.2240205501123569	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7400;P108-PWY;GOLPDLCAT-PWY;PWY-7616;PWY-6876
LoombaR_2017	conservative	random_00024	5	F3_F4_minus_F0_F2	0.16404743712937897	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7228;PWY-5863;TEICHOICACID-PWY;PROPFERM-PWY;PWY-5392
LoombaR_2017	conservative	random_00025	5	F3_F4_minus_F0_F2	-0.23194831837836993	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7357;PWY-6590;GOLPDLCAT-PWY;PROPFERM-PWY;PWY-7371
LoombaR_2017	conservative	random_00026	5	F3_F4_minus_F0_F2	-0.24454265878857306	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	GLUTORN-PWY;PWY-5138;GOLPDLCAT-PWY;PWY-7279;PWY-101
LoombaR_2017	conservative	random_00027	5	F3_F4_minus_F0_F2	0.064152410951138	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6125;P108-PWY;PWY-5505;PWY-7279;PWY-5392
LoombaR_2017	conservative	random_00028	5	F3_F4_minus_F0_F2	-0.22338474719435109	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	ARGSYN-PWY;PWY-5367;GOLPDLCAT-PWY;PWY-7279;PWY-6876
LoombaR_2017	conservative	random_00029	5	F3_F4_minus_F0_F2	0.11749954175889155	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7220;P108-PWY;GOLPDLCAT-PWY;PWY-7279;PWY-6562
LoombaR_2017	conservative	random_00030	5	F3_F4_minus_F0_F2	0.1138618809281029	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6147;P42-PWY;GOLPDLCAT-PWY;PWY-7616;PWY-6435
LoombaR_2017	conservative	random_00031	5	F3_F4_minus_F0_F2	-0.20397702440866095	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PYRIDNUCSYN-PWY;PWY-6590;TEICHOICACID-PWY;PWY-7279;PWY66-367
LoombaR_2017	conservative	random_00032	5	F3_F4_minus_F0_F2	0.1622689227967209	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6125;P42-PWY;GOLPDLCAT-PWY;PWY-7279;PWY-5415
LoombaR_2017	conservative	random_00033	5	F3_F4_minus_F0_F2	-0.442926307560791	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY66-422;POLYAMINSYN3-PWY;GOLPDLCAT-PWY;PWY-7616;PWY-5415
LoombaR_2017	conservative	random_00034	5	F3_F4_minus_F0_F2	-0.14539046391526078	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6168;P108-PWY;GOLPDLCAT-PWY;PWY-7616;PWY-101
LoombaR_2017	conservative	random_00035	5	F3_F4_minus_F0_F2	-0.20675607810187024	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	TRPSYN-PWY;POLYAMINSYN3-PWY;GOLPDLCAT-PWY;PROPFERM-PWY;PWY-7371
LoombaR_2017	conservative	random_00036	5	F3_F4_minus_F0_F2	-0.28880140129462184	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	ARGSYNBSUB-PWY;PWY-6590;PWY-5505;PWY-7616;PWY-101
LoombaR_2017	conservative	random_00037	5	F3_F4_minus_F0_F2	0.11240151746150584	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7222;PWY-5863;TEICHOICACID-PWY;PROPFERM-PWY;PWY-101
LoombaR_2017	conservative	random_00038	5	F3_F4_minus_F0_F2	-0.2878707085505843	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY0-1296;POLYAMINSYN3-PWY;PWY-5505;PWY-7616;PWY-6876
LoombaR_2017	conservative	random_00039	5	F3_F4_minus_F0_F2	0.04844943922788225	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7222;PWY-6590;TEICHOICACID-PWY;PWY-7616;PWY-5392
LoombaR_2017	conservative	random_00040	5	F3_F4_minus_F0_F2	-0.033814248883250464	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6703;PWY-6590;PWY-5505;PWY-7616;PWY66-367
LoombaR_2017	conservative	random_00041	5	F3_F4_minus_F0_F2	0.09334767765564678	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6703;PWY-7392;GOLPDLCAT-PWY;PROPFERM-PWY;PWY-6435
LoombaR_2017	conservative	random_00042	5	F3_F4_minus_F0_F2	-0.26708952527152086	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7400;PWY-5367;TEICHOICACID-PWY;PROPFERM-PWY;PWY66-367
LoombaR_2017	conservative	random_00043	5	F3_F4_minus_F0_F2	0.09068932550596465	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7228;PWY-5367;TEICHOICACID-PWY;PWY-7616;PWY-6435
LoombaR_2017	conservative	random_00044	5	F3_F4_minus_F0_F2	-0.1604494289003089	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	ARGSYNBSUB-PWY;PWY-5863;GOLPDLCAT-PWY;PWY-7616;PWY-6562
LoombaR_2017	conservative	random_00045	5	F3_F4_minus_F0_F2	0.05407505687555769	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7539;PWY-5138;PWY-5505;PROPFERM-PWY;PWY-6562
LoombaR_2017	conservative	random_00046	5	F3_F4_minus_F0_F2	-0.28527527945699926	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7357;PWY-6590;TEICHOICACID-PWY;PWY-7616;PWY490-3
LoombaR_2017	conservative	random_00047	5	F3_F4_minus_F0_F2	0.06380123141927907	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7222;P42-PWY;TEICHOICACID-PWY;PROPFERM-PWY;PWY-7371
LoombaR_2017	conservative	random_00048	5	F3_F4_minus_F0_F2	-0.17141625684045358	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PYRIDNUCSYN-PWY;P42-PWY;PWY-5505;PWY-7279;PWY-6562
LoombaR_2017	conservative	random_00049	5	F3_F4_minus_F0_F2	-0.18381353948935075	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	THISYNARA-PWY;PWY-7392;PWY-5505;PROPFERM-PWY;PWY-6785
LoombaR_2017	conservative	random_00050	5	F3_F4_minus_F0_F2	-0.17575317916413802	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-4242;PWY-7392;GOLPDLCAT-PWY;PWY-7616;PWY-101
LoombaR_2017	conservative	random_00051	5	F3_F4_minus_F0_F2	0.07457506692304072	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7222;PWY-5138;PWY-5505;PWY-7616;PWY490-3
LoombaR_2017	conservative	random_00052	5	F3_F4_minus_F0_F2	-0.3432055354926229	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6317;PWY-7392;GOLPDLCAT-PWY;PROPFERM-PWY;PWY-5004
LoombaR_2017	conservative	random_00053	5	F3_F4_minus_F0_F2	-0.19665665631740303	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	ARGSYN-PWY;PWY-7392;GOLPDLCAT-PWY;PROPFERM-PWY;PWY490-3
LoombaR_2017	conservative	random_00054	5	F3_F4_minus_F0_F2	-0.2659487878552875	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	ARGSYN-PWY;PWY-6590;TEICHOICACID-PWY;PWY-7616;PWY-101
LoombaR_2017	conservative	random_00055	5	F3_F4_minus_F0_F2	0.1674328103471181	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6125;PWY-7392;GOLPDLCAT-PWY;PWY-7616;PWY-6785
LoombaR_2017	conservative	random_00056	5	F3_F4_minus_F0_F2	-0.2741786937680173	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	GLYCOGENSYNTH-PWY;PWY-6590;TEICHOICACID-PWY;PROPFERM-PWY;PWY-6435
LoombaR_2017	conservative	random_00057	5	F3_F4_minus_F0_F2	-0.26240546673201237	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	GLUTORN-PWY;PWY-5863;PWY-5505;PWY-7616;PWY-6785
LoombaR_2017	conservative	random_00058	5	F3_F4_minus_F0_F2	-0.4106470295759017	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY66-422;P42-PWY;PWY-5505;PWY-7279;PWY-5392
LoombaR_2017	conservative	random_00059	5	F3_F4_minus_F0_F2	0.08409649777302253	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7228;PWY-5367;PWY-5505;PWY-7616;PWY-6785
LoombaR_2017	conservative	random_00060	5	F3_F4_minus_F0_F2	0.10144014138603552	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7222;PWY-5863;PWY-5505;PROPFERM-PWY;PWY-101
LoombaR_2017	conservative	random_00061	5	F3_F4_minus_F0_F2	-0.08173280529563431	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6936;PWY-5367;TEICHOICACID-PWY;PWY-7616;PWY-6876
LoombaR_2017	conservative	random_00062	5	F3_F4_minus_F0_F2	-0.10460789224404632	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	NONOXIPENT-PWY;PWY-5863;PWY-5505;PWY-7279;PWY-5415
LoombaR_2017	conservative	random_00063	5	F3_F4_minus_F0_F2	-0.20412025821106194	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	ARGSYNBSUB-PWY;PWY-5138;GOLPDLCAT-PWY;PROPFERM-PWY;PWY-7371
LoombaR_2017	conservative	random_00064	5	F3_F4_minus_F0_F2	-0.13878150898645902	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6936;POLYAMINSYN3-PWY;TEICHOICACID-PWY;PWY-7279;PWY-7371
LoombaR_2017	conservative	random_00065	5	F3_F4_minus_F0_F2	-0.19972681438845186	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-4242;PWY-5138;PWY-5505;PWY-7279;PWY-5392
LoombaR_2017	conservative	random_00066	5	F3_F4_minus_F0_F2	0.015840910820641874	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6936;PWY-5863;GOLPDLCAT-PWY;PWY-7616;PWY-6435
LoombaR_2017	conservative	random_00067	5	F3_F4_minus_F0_F2	-0.1551552705030934	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-4242;PWY-5138;GOLPDLCAT-PWY;PWY-7616;PWY-5004
LoombaR_2017	conservative	random_00068	5	F3_F4_minus_F0_F2	0.005475821091398103	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6125;POLYAMINSYN3-PWY;TEICHOICACID-PWY;PROPFERM-PWY;PWY-6876
LoombaR_2017	conservative	random_00069	5	F3_F4_minus_F0_F2	0.09945258888576003	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7539;P42-PWY;GOLPDLCAT-PWY;PROPFERM-PWY;PWY-6435
LoombaR_2017	conservative	random_00070	5	F3_F4_minus_F0_F2	-0.014103997227888243	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6936;PWY-7392;GOLPDLCAT-PWY;PWY-7279;PWY490-3
LoombaR_2017	conservative	random_00071	5	F3_F4_minus_F0_F2	-0.19735226377503157	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-4242;PWY-5138;TEICHOICACID-PWY;PWY-7616;PWY-5004
LoombaR_2017	conservative	random_00072	5	F3_F4_minus_F0_F2	-0.23403256437575948	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	ARGSYNBSUB-PWY;PWY-5138;TEICHOICACID-PWY;PWY-7616;PWY-5415
LoombaR_2017	conservative	random_00073	5	F3_F4_minus_F0_F2	-0.2654388140702775	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7400;PWY-5367;TEICHOICACID-PWY;PWY-7279;PWY-101
LoombaR_2017	conservative	random_00074	5	F3_F4_minus_F0_F2	0.12423004670446236	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7220;PWY-5367;GOLPDLCAT-PWY;PROPFERM-PWY;PWY-5415
LoombaR_2017	conservative	random_00075	5	F3_F4_minus_F0_F2	-0.17634266365202667	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY0-1296;PWY-6590;GOLPDLCAT-PWY;PWY-7279;PWY-6785
LoombaR_2017	conservative	random_00076	5	F3_F4_minus_F0_F2	-0.16334292272500672	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PYRIDNUCSYN-PWY;PWY-7392;TEICHOICACID-PWY;PROPFERM-PWY;PWY-6562
LoombaR_2017	conservative	random_00077	5	F3_F4_minus_F0_F2	-0.16529456263140396	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7400;PWY-5863;GOLPDLCAT-PWY;PWY-7616;PWY-7371
LoombaR_2017	conservative	random_00078	5	F3_F4_minus_F0_F2	-0.09700483079518918	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PANTO-PWY;PWY-5138;GOLPDLCAT-PWY;PROPFERM-PWY;PWY-6876
LoombaR_2017	conservative	random_00079	5	F3_F4_minus_F0_F2	-0.18821499782601503	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	GLYCOGENSYNTH-PWY;PWY-5138;GOLPDLCAT-PWY;PWY-7616;PWY-5415
LoombaR_2017	conservative	random_00080	5	F3_F4_minus_F0_F2	0.08206852569268275	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6147;P108-PWY;GOLPDLCAT-PWY;PWY-7616;PWY66-367
LoombaR_2017	conservative	random_00081	5	F3_F4_minus_F0_F2	-0.21302199843811653	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6168;P108-PWY;PWY-5505;PROPFERM-PWY;PWY-6562
LoombaR_2017	conservative	random_00082	5	F3_F4_minus_F0_F2	-0.03763945168508798	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-841;PWY-5367;TEICHOICACID-PWY;PROPFERM-PWY;PWY-101
LoombaR_2017	conservative	random_00083	5	F3_F4_minus_F0_F2	-0.0003667160316291884	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6125;POLYAMINSYN3-PWY;PWY-5505;PROPFERM-PWY;PWY-101
LoombaR_2017	conservative	random_00084	5	F3_F4_minus_F0_F2	-0.29985771882245515	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	GLUTORN-PWY;P42-PWY;TEICHOICACID-PWY;PROPFERM-PWY;PWY490-3
LoombaR_2017	conservative	random_00085	5	F3_F4_minus_F0_F2	-0.021516876581912925	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6703;PWY-5367;PWY-5505;PWY-7279;PWY-6435
LoombaR_2017	conservative	random_00086	5	F3_F4_minus_F0_F2	-0.16205829078261225	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PANTO-PWY;PWY-7392;PWY-5505;PWY-7616;PWY-5392
LoombaR_2017	conservative	random_00087	5	F3_F4_minus_F0_F2	-0.180474135010801	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PYRIDNUCSYN-PWY;PWY-7392;PWY-5505;PROPFERM-PWY;PWY-101
LoombaR_2017	conservative	random_00088	5	F3_F4_minus_F0_F2	-0.2833000982091871	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-7400;PWY-5367;PWY-5505;PROPFERM-PWY;PWY-101
LoombaR_2017	conservative	random_00089	5	F3_F4_minus_F0_F2	-0.1520097567355565	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	NONOXIPENT-PWY;P42-PWY;PWY-5505;PWY-7616;PWY-6785
LoombaR_2017	conservative	random_00090	5	F3_F4_minus_F0_F2	-0.38322170970834346	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY66-422;PWY-7392;TEICHOICACID-PWY;PWY-7279;PWY-6435
LoombaR_2017	conservative	random_00091	5	F3_F4_minus_F0_F2	-0.2783338376310658	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6168;POLYAMINSYN3-PWY;TEICHOICACID-PWY;PROPFERM-PWY;PWY-6562
LoombaR_2017	conservative	random_00092	5	F3_F4_minus_F0_F2	-0.23426640939142906	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	ARGSYNBSUB-PWY;PWY-5367;GOLPDLCAT-PWY;PROPFERM-PWY;PWY-5415
LoombaR_2017	conservative	random_00093	5	F3_F4_minus_F0_F2	0.07521159894592255	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6125;POLYAMINSYN3-PWY;GOLPDLCAT-PWY;PWY-7279;PWY-6785
LoombaR_2017	conservative	random_00094	5	F3_F4_minus_F0_F2	-0.22058697211988498	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY0-1296;PWY-5367;TEICHOICACID-PWY;PWY-7616;PWY-5415
LoombaR_2017	conservative	random_00095	5	F3_F4_minus_F0_F2	-0.2863826911350573	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	GLUTORN-PWY;P108-PWY;GOLPDLCAT-PWY;PROPFERM-PWY;PWY-5004
LoombaR_2017	conservative	random_00096	5	F3_F4_minus_F0_F2	0.09810915877569304	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY-6703;P42-PWY;GOLPDLCAT-PWY;PWY-7279;PWY-5392
LoombaR_2017	conservative	random_00097	5	F3_F4_minus_F0_F2	-0.05983106700282814	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PANTO-PWY;PWY-5863;GOLPDLCAT-PWY;PROPFERM-PWY;PWY66-367
LoombaR_2017	conservative	random_00098	5	F3_F4_minus_F0_F2	-0.22125059526120427	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY0-1296;P42-PWY;PWY-5505;PWY-7616;PWY-7371
LoombaR_2017	conservative	random_00099	5	F3_F4_minus_F0_F2	-0.374004805304887	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	PWY66-422;PWY-7392;TEICHOICACID-PWY;PROPFERM-PWY;PWY-6562
LoombaR_2017	conservative	random_00100	5	F3_F4_minus_F0_F2	-0.16212431904125868	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	NONOXIPENT-PWY;PWY-5367;PWY-5505;PWY-7279;PWY-6785
LoombaR_2017	conservative	random_00101	5	F3_F4_minus_F0_F2	-0.09630611829823366	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	TRPSYN-PWY;PWY-5138;GOLPDLCAT-PWY;PWY-7616;PWY-5415
LoombaR_2017	conservative	random_00102	5	F3_F4_minus_F0_F2	-0.21046196805110107	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	4	1	0	TRPSYN-PWY;PWY-6590;TEICHOICACID-PWY;PWY-7616;PWY-6435
