random_module_id	n_pathways	delta_mean_logratio_S_minus_M	abs_delta_ge_true	same_direction_as_true	p_exact	matching_method	exact_bin_matches	relaxed_mean_prevalence_matches	global_fallback_matches	pathways
random_00011	8	0.331822433709	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;PENTOSE-P-PWY: pentose phosphate pathway;HISDEG-PWY: L-histidine degradation I;PWY-7396: butanol and isobutanol biosynthesis (engineered);PWY-7874: L-threonate degradation;PWY-5838: superpathway of menaquinol-8 biosynthesis I;PWY-6210: 2-aminophenol degradation
random_00012	8	0.225909035963	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-5913: partial TCA cycle (obligate autotrophs);PWY-5188: tetrapyrrole biosynthesis I (from glutamate);PWY-5030: L-histidine degradation III;PWY-7616: methanol oxidation to carbon dioxide;PWY-5705: allantoin degradation to glyoxylate III;PWY-5898: superpathway of menaquinol-12 biosynthesis;PWY-5180: toluene degradation I (aerobic) (via o-cresol)
random_00013	8	0.378227812903	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent);PWY-5484: glycolysis II (from fructose 6-phosphate);HISDEG-PWY: L-histidine degradation I;PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide);PWY-5392: reductive TCA cycle II;PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration);PWY-6396: superpathway of 2,3-butanediol biosynthesis
random_00014	8	0.323854408804	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent);PWY-4984: urea cycle;PWY-5030: L-histidine degradation III;PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway);PWY0-1533: methylphosphonate degradation I;PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration);PWY-7000: kanamycin biosynthesis
random_00015	8	0.342888444058	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);PWY-5030: L-histidine degradation III;URDEGR-PWY: superpathway of allantoin degradation in plants;LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12);PWY-5723: Rubisco shunt;PWY-6562: norspermidine biosynthesis
random_00016	8	0.319594571828	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-5130: 2-oxobutanoate degradation I;P441-PWY: superpathway of N-acetylneuraminate degradation;HISDEG-PWY: L-histidine degradation I;DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative);PWY0-1533: methylphosphonate degradation I;PWY-5838: superpathway of menaquinol-8 biosynthesis I;PWY66-367: ketogenesis
random_00017	8	0.258047403245	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;PWY-5913: partial TCA cycle (obligate autotrophs);PWY-5188: tetrapyrrole biosynthesis I (from glutamate);PWY-5030: L-histidine degradation III;PWY-5265: peptidoglycan biosynthesis II (staphylococci);PWY-5392: reductive TCA cycle II;PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration);ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast
random_00018	8	0.326891892549	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;PENTOSE-P-PWY: pentose phosphate pathway;HISDEG-PWY: L-histidine degradation I;PWY-7396: butanol and isobutanol biosynthesis (engineered);PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway);PWY-5723: Rubisco shunt;DENITRIFICATION-PWY: nitrate reduction I (denitrification)
random_00019	8	0.330415622757	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-5130: 2-oxobutanoate degradation I;PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);HISDEG-PWY: L-histidine degradation I;PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate;PWY-5392: reductive TCA cycle II;PWY-5723: Rubisco shunt;PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast)
random_00020	8	0.440082543459	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent);PWY-2941: L-lysine biosynthesis II;HISDEG-PWY: L-histidine degradation I;PWY-5654: 2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate;PWY-6435: 4-hydroxybenzoate biosynthesis III (plants);P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I;PWY-7396: butanol and isobutanol biosynthesis (engineered)
random_00021	8	0.343979818494	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic);PENTOSE-P-PWY: pentose phosphate pathway;HISDEG-PWY: L-histidine degradation I;PWY-5415: catechol degradation I (meta-cleavage pathway);PWY-7874: L-threonate degradation;PWY-5723: Rubisco shunt;PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)
random_00022	8	0.352900721015	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-5497: purine nucleobases degradation II (anaerobic);P441-PWY: superpathway of N-acetylneuraminate degradation;PWY-5030: L-histidine degradation III;PWY-8175: even iso-branched-chain fatty acid biosynthesis;LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12);METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis;PWY-8174: odd iso-branched-chain fatty acid biosynthesis
random_00023	8	0.300099786612	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent);PWY-5484: glycolysis II (from fructose 6-phosphate);PWY-5030: L-histidine degradation III;PWY-7805: (aminomethyl)phosphonate degradation;PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway);MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis;DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative)
random_00024	8	0.318420457535	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-5913: partial TCA cycle (obligate autotrophs);PWY-5188: tetrapyrrole biosynthesis I (from glutamate);HISDEG-PWY: L-histidine degradation I;PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis;PWY-7874: L-threonate degradation;PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration);PWY66-367: ketogenesis
random_00025	8	0.27662175119	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-5188: tetrapyrrole biosynthesis I (from glutamate);PWY-5030: L-histidine degradation III;PWY-7873: D-erythronate degradation II;PWY-5392: reductive TCA cycle II;PWY-5899: superpathway of menaquinol-13 biosynthesis;PWY-8175: even iso-branched-chain fatty acid biosynthesis
random_00026	8	0.310187904519	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic);PWY-4984: urea cycle;PWY-5030: L-histidine degradation III;PWY-5690: TCA cycle II (plants and fungi);PWY-6435: 4-hydroxybenzoate biosynthesis III (plants);METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis;PWY-5180: toluene degradation I (aerobic) (via o-cresol)
random_00027	8	0.323680228907	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic);PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);PWY-5030: L-histidine degradation III;PWY66-388: ceramide degradation by &alpha;-oxidation;PWY-6435: 4-hydroxybenzoate biosynthesis III (plants);PWY-5899: superpathway of menaquinol-13 biosynthesis;PWY0-461: L-lysine degradation I
random_00028	8	0.448969680256	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent);PWY-2941: L-lysine biosynthesis II;HISDEG-PWY: L-histidine degradation I;PWY-8174: odd iso-branched-chain fatty acid biosynthesis;PWY-7807: glyphosate degradation III;PWY-5838: superpathway of menaquinol-8 biosynthesis I;PWY-5692: allantoin degradation to glyoxylate II
random_00029	8	0.405263018581	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);PWY-5030: L-histidine degradation III;PWY-8174: odd iso-branched-chain fatty acid biosynthesis;LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12);PWY-6803: phosphatidylcholine acyl editing;PWY66-367: ketogenesis
random_00030	8	0.407026370152	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;PWY-5913: partial TCA cycle (obligate autotrophs);PWY-2941: L-lysine biosynthesis II;PWY-5030: L-histidine degradation III;PWY5F9-12: biphenyl degradation;PWY0-1533: methylphosphonate degradation I;METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis;PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)
random_00031	8	0.340929282144	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;PWY-4984: urea cycle;PWY-5030: L-histidine degradation III;PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide);PWY-5705: allantoin degradation to glyoxylate III;PWY-6803: phosphatidylcholine acyl editing;PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)
random_00032	8	0.373054462101	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent);PWY-5484: glycolysis II (from fructose 6-phosphate);HISDEG-PWY: L-histidine degradation I;PWY-7245: superpathway of NAD/NADP - NADH/NADPH interconversion (yeast);PWY-6435: 4-hydroxybenzoate biosynthesis III (plants);PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration);PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)
random_00033	8	0.33228896041	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-4984: urea cycle;HISDEG-PWY: L-histidine degradation I;PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast);PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain);PWY-5898: superpathway of menaquinol-12 biosynthesis;PWY-6518: bile acids epimerization
random_00034	8	0.320926801319	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent);PWY-5188: tetrapyrrole biosynthesis I (from glutamate);HISDEG-PWY: L-histidine degradation I;PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis;PWY-7807: glyphosate degradation III;PWY-5897: superpathway of menaquinol-11 biosynthesis;PWY-5417: catechol degradation III (ortho-cleavage pathway)
random_00035	8	0.3907266815	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic);PWY-5659: GDP-mannose biosynthesis;HISDEG-PWY: L-histidine degradation I;PWY-922: mevalonate pathway I (eukaryotes and bacteria);PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway);PWY-5723: Rubisco shunt;CRNFORCAT-PWY: creatinine degradation I
random_00036	8	0.328977287455	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-5130: 2-oxobutanoate degradation I;PWY-5659: GDP-mannose biosynthesis;HISDEG-PWY: L-histidine degradation I;CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate;LIPA-CORESYN-PWY: lipid A-core biosynthesis (E. coli K-12);PWY-5723: Rubisco shunt;PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)
random_00037	8	0.27039932359	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;PWY-5188: tetrapyrrole biosynthesis I (from glutamate);HISDEG-PWY: L-histidine degradation I;PWY490-3: nitrate reduction VI (assimilatory);PWY-7874: L-threonate degradation;PWY-5898: superpathway of menaquinol-12 biosynthesis;P621-PWY: nylon-6 oligomer degradation
random_00038	8	0.336798734052	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);PWY-5030: L-histidine degradation III;PWY-5692: allantoin degradation to glyoxylate II;PWY-5705: allantoin degradation to glyoxylate III;PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration);PWY-5088: L-glutamate degradation VIII (to propanoate)
random_00039	8	0.486952400545	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli);PWY-5030: L-histidine degradation III;PWY-7723: bacterial bioluminescence;PWY0-1533: methylphosphonate degradation I;PWY-6803: phosphatidylcholine acyl editing;PWY-822: fructan biosynthesis
random_00040	8	0.284329158887	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-5188: tetrapyrrole biosynthesis I (from glutamate);HISDEG-PWY: L-histidine degradation I;URSIN-PWY: ureide biosynthesis;PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain);MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis;PWY-7031: protein N-glycosylation (bacterial)
random_00041	8	0.282316036642	False	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-5913: partial TCA cycle (obligate autotrophs);PWY-4984: urea cycle;HISDEG-PWY: L-histidine degradation I;PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis;PWY-5494: pyruvate fermentation to propanoate II (acrylate pathway);PWY-5898: superpathway of menaquinol-12 biosynthesis;PWY-7805: (aminomethyl)phosphonate degradation
random_00042	8	0.407841804759	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-5913: partial TCA cycle (obligate autotrophs);PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);HISDEG-PWY: L-histidine degradation I;PWY-7805: (aminomethyl)phosphonate degradation;PWY0-1533: methylphosphonate degradation I;PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration);PWY-5431: aromatic compounds degradation via &beta;-ketoadipate
random_00043	8	0.359429313564	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-5913: partial TCA cycle (obligate autotrophs);P441-PWY: superpathway of N-acetylneuraminate degradation;HISDEG-PWY: L-histidine degradation I;PWY-5265: peptidoglycan biosynthesis II (staphylococci);PWY-7874: L-threonate degradation;P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I;PWY-6562: norspermidine biosynthesis
random_00044	8	0.341451117105	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation;PWY-5130: 2-oxobutanoate degradation I;PWY-2941: L-lysine biosynthesis II;PWY-5030: L-histidine degradation III;12DICHLORETHDEG-PWY: 1,2-dichloroethane degradation;PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain);PWY-6803: phosphatidylcholine acyl editing;PWY-6210: 2-aminophenol degradation
random_00045	8	0.309906256587	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;PWY-5497: purine nucleobases degradation II (anaerobic);PWY-4984: urea cycle;PWY-5030: L-histidine degradation III;PWY-5431: aromatic compounds degradation via &beta;-ketoadipate;PWY-6435: 4-hydroxybenzoate biosynthesis III (plants);MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis;PWY-7805: (aminomethyl)phosphonate degradation
random_00046	8	0.465429143714	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;POLYAMSYN-PWY: superpathway of polyamine biosynthesis I;NAGLIPASYN-PWY: lipid IVA biosynthesis (E. coli);PWY-5030: L-histidine degradation III;PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle;PWY0-1533: methylphosphonate degradation I;PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration);PWY-7805: (aminomethyl)phosphonate degradation
random_00047	8	0.380802161361	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation;HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic);PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP);PWY-5030: L-histidine degradation III;PWY-5431: aromatic compounds degradation via &beta;-ketoadipate;PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain);PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration);PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)
random_00048	8	0.40398669081	True	False	not_computed_for_random_specificity	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	8	0	0	FUCCAT-PWY: fucose degradation;HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent);PWY-2941: L-lysine biosynthesis II;PWY-5030: L-histidine degradation III;PWY-5028: L-histidine degradation II;PWY-7807: glyphosate degradation III;PWY-5838: superpathway of menaquinol-8 biosynthesis I;PWY-922: mevalonate pathway I (eukaryotes and bacteria)
